"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Enterprise size","Innovation activities","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670914","1.68.1.7","10.9","C","","","1"
"2019","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996358","1.68.1.13","13.5","B","","","1"
"2022","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996358","1.68.1.13","5.3","B","","","1"
"2017","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670915","1.68.1.8","6.8","A","","","1"
"2019","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670915","1.68.1.8","5.7","A","","","1"
"2022","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670915","1.68.1.8","5.4","B","","","1"
"2017","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457687","1.68.1.9","55.2","B","","","1"
"2019","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457687","1.68.1.9","43.7","B","","","1"
"2022","Canada","2021A000011124","Postal services, couriers and messengers, warehousing and storage","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457687","1.68.1.9","40.5","C","","","1"
"2017","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670940","1.69.1.1","51.1","A","","","1"
"2019","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670940","1.69.1.1","42.1","A","","","1"
"2022","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047670940","1.69.1.1","47.7","B","","","1"
"2019","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996371","1.69.1.10","36.3","B","","","1"
"2022","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996371","1.69.1.10","29.4","B","","","1"
"2019","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996372","1.69.1.11","19.0","A","","","1"
"2022","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996372","1.69.1.11","32.5","B","","","1"
"2019","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996373","1.69.1.12","41.6","A","","","1"
"2022","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996373","1.69.1.12","47.4","C","","","1"
"2017","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670941","1.69.1.2","39.7","A","","","1"
"2019","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670941","1.69.1.2","10.0","A","","","1"
"2022","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047670941","1.69.1.2","9.4","B","","","1"
"2017","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670943","1.69.1.4","43.3","A","","","1"
"2019","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670943","1.69.1.4","29.5","B","","","1"
"2022","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047670943","1.69.1.4","28.9","B","","","1"
"2017","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670946","1.69.1.7","35.6","A","","","1"
"2019","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670946","1.69.1.7","40.2","B","","","1"
"2022","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047670946","1.69.1.7","34.7","C","","","1"
"2019","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996374","1.69.1.13","16.4","A","","","1"
"2022","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996374","1.69.1.13","12.2","B","","","1"
"2017","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670947","1.69.1.8","23.2","A","","","1"
"2019","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670947","1.69.1.8","9.9","A","","","1"
"2022","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047670947","1.69.1.8","11.9","B","","","1"
"2017","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457691","1.69.1.9","76.5","A","","","1"
"2019","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457691","1.69.1.9","68.8","A","","","1"
"2022","Canada","2021A000011124","Information and cultural industries [51]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457691","1.69.1.9","67.8","B","","","1"
"2017","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671228","1.78.1.1","29.9","A","","","1"
"2019","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671228","1.78.1.1","23.1","A","","","1"
"2022","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671228","1.78.1.1","13.5","B","","","1"
"2019","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996515","1.78.1.10","17.9","A","","","1"
"2022","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996515","1.78.1.10","8.1","B","","","1"
"2019","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996516","1.78.1.11","14.6","A","","","1"
"2022","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996516","1.78.1.11","6.5","B","","","1"
"2019","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996517","1.78.1.12","35.6","B","","","1"
"2022","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996517","1.78.1.12","30.2","B","","","1"
"2017","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671229","1.78.1.2","43.6","A","","","1"
"2019","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671229","1.78.1.2","17.7","A","","","1"
"2022","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671229","1.78.1.2","7.4","B","","","1"
"2017","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671231","1.78.1.4","43.7","A","","","1"
"2019","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671231","1.78.1.4","30.4","B","","","1"
"2022","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671231","1.78.1.4","21.5","A","","","1"
"2017","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671234","1.78.1.7","36.4","A","","","1"
"2019","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671234","1.78.1.7","37.7","B","","","1"
"2022","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671234","1.78.1.7","25.3","B","","","1"
"2019","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996518","1.78.1.13","14.1","A","","","1"
"2022","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996518","1.78.1.13","10.7","A","","","1"
"2017","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671235","1.78.1.8","24.2","A","","","1"
"2019","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671235","1.78.1.8","16.1","A","","","1"
"2022","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671235","1.78.1.8","9.4","B","","","1"
"2017","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457727","1.78.1.9","73.3","A","","","1"
"2019","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457727","1.78.1.9","55.7","B","","","1"
"2022","Canada","2021A000011124","Finance and insurance excluding monetary authorities","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457727","1.78.1.9","45.8","C","","","1"
"2017","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671420","1.84.1.1","11.6","B","","","1"
"2019","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671420","1.84.1.1","9.1","B","","","1"
"2022","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671420","1.84.1.1","10.5","C","","","1"
"2019","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996611","1.84.1.10","9.0","B","","","1"
"2022","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996611","1.84.1.10","10.7","C","","","1"
"2019","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996612","1.84.1.11","5.4","B","","","1"
"2022","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996612","1.84.1.11","8.7","C","","","1"
"2019","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996613","1.84.1.12","19.2","B","","","1"
"2022","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996613","1.84.1.12","20.6","C","","","1"
"2017","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671421","1.84.1.2","27.3","B","","","1"
"2019","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671421","1.84.1.2","8.4","A","","","1"
"2022","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671421","1.84.1.2","10.8","C","","","1"
"2017","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671423","1.84.1.4","26.7","B","","","1"
"2019","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671423","1.84.1.4","15.9","B","","","1"
"2022","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671423","1.84.1.4","21.4","B","","","1"
"2017","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671426","1.84.1.7","21.4","B","","","1"
"2019","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671426","1.84.1.7","23.4","B","","","1"
"2022","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671426","1.84.1.7","15.9","C","","","1"
"2019","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996614","1.84.1.13","11.0","B","","","1"
"2022","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996614","1.84.1.13","5.6","C","","","1"
"2017","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671427","1.84.1.8","13.9","B","","","1"
"2019","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671427","1.84.1.8","3.3","A","","","1"
"2022","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671427","1.84.1.8","4.6","C","","","1"
"2017","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457751","1.84.1.9","54.7","B","","","1"
"2019","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457751","1.84.1.9","41.9","B","","","1"
"2022","Canada","2021A000011124","Real estate and rental and leasing [53]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457751","1.84.1.9","42.5","C","","","1"
"2017","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671452","1.85.1.1","41.2","A","","","1"
"2019","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671452","1.85.1.1","38.3","B","","","1"
"2022","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671452","1.85.1.1","39.7","B","","","1"
"2019","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996627","1.85.1.10","33.7","B","","","1"
"2022","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996627","1.85.1.10","28.2","B","","","1"
"2019","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996628","1.85.1.11","18.5","A","","","1"
"2022","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996628","1.85.1.11","28.8","B","","","1"
"2019","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996629","1.85.1.12","36.7","B","","","1"
"2022","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996629","1.85.1.12","46.4","B","","","1"
"2017","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671453","1.85.1.2","37.0","B","","","1"
"2019","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671453","1.85.1.2","18.8","A","","","1"
"2022","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671453","1.85.1.2","14.6","A","","","1"
"2017","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671455","1.85.1.4","40.7","B","","","1"
"2019","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671455","1.85.1.4","35.7","B","","","1"
"2022","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671455","1.85.1.4","26.5","B","","","1"
"2017","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671458","1.85.1.7","28.6","A","","","1"
"2019","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671458","1.85.1.7","34.2","A","","","1"
"2022","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671458","1.85.1.7","27.9","B","","","1"
"2019","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996630","1.85.1.13","23.2","B","","","1"
"2022","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996630","1.85.1.13","13.8","B","","","1"
"2017","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671459","1.85.1.8","19.8","A","","","1"
"2019","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671459","1.85.1.8","15.1","A","","","1"
"2022","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671459","1.85.1.8","11.1","A","","","1"
"2017","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457755","1.85.1.9","74.1","A","","","1"
"2019","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457755","1.85.1.9","66.8","A","","","1"
"2022","Canada","2021A000011124","Professional, scientific and technical services [54]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457755","1.85.1.9","62.7","B","","","1"
"2017","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671740","1.94.1.1","17.7","B","","","1"
"2019","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671740","1.94.1.1","14.7","A","","","1"
"2022","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671740","1.94.1.1","26.9","C","","","1"
"2019","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996771","1.94.1.10","15.4","A","","","1"
"2022","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996771","1.94.1.10","17.4","C","","","1"
"2019","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996772","1.94.1.11","8.7","A","","","1"
"2022","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996772","1.94.1.11","18.4","C","","","1"
"2019","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996773","1.94.1.12","19.3","A","","","1"
"2022","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996773","1.94.1.12","28.2","C","","","1"
"2017","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671741","1.94.1.2","27.0","B","","","1"
"2019","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671741","1.94.1.2","12.0","A","","","1"
"2022","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671741","1.94.1.2","8.7","C","","","1"
"2017","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671743","1.94.1.4","25.4","B","","","1"
"2019","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671743","1.94.1.4","20.8","A","","","1"
"2022","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671743","1.94.1.4","24.1","C","","","1"
"2017","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671746","1.94.1.7","11.9","B","","","1"
"2019","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671746","1.94.1.7","20.0","A","","","1"
"2022","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671746","1.94.1.7","27.2","C","","","1"
"2019","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996774","1.94.1.13","10.5","A","","","1"
"2022","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996774","1.94.1.13","15.0","C","","","1"
"2017","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671747","1.94.1.8","9.3","A","","","1"
"2019","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671747","1.94.1.8","7.7","A","","","1"
"2022","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671747","1.94.1.8","8.9","B","","","1"
"2017","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457791","1.94.1.9","50.5","B","","","1"
"2019","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457791","1.94.1.9","37.0","A","","","1"
"2022","Canada","2021A000011124","Management of companies and enterprises [55]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457791","1.94.1.9","47.3","C","","","1"
"2017","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671772","1.95.1.1","14.8","B","","","1"
"2019","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671772","1.95.1.1","7.1","A","","","1"
"2022","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Research and experimental development (R&D), both in-house and outsourced (contracted out or granted), to other organizations","Percent","239","units","0","v1047671772","1.95.1.1","14.8","C","","","1"
"2019","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996787","1.95.1.10","3.9","A","","","1"
"2022","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Engineering, design and other creative work","Percent","239","units","0","v1277996787","1.95.1.10","9.4","C","","","1"
"2019","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996788","1.95.1.11","1.5","A","","","1"
"2022","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Intellectual property activities to realize innovation projects","Percent","239","units","0","v1277996788","1.95.1.11","2.4","B","","","1"
"2019","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996789","1.95.1.12","18.0","B","","","1"
"2022","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Software development and database activities","Percent","239","units","0","v1277996789","1.95.1.12","19.8","C","","","1"
